,City,Site_Name,Collection_Date,MeV_gc_g_dry_weight,MeV_gc_g_dry_weight_UCI,MeV_gc_g_dry_weight_LCI,Unnamed: 0
1,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-18,7222.436379208558,11536.14602660963,3600.1118610481294,
