,City,Site_Name,Collection_Date,MeV_gc_g_dry_weight,MeV_gc_g_dry_weight_UCI,MeV_gc_g_dry_weight_LCI,Unnamed: 0
0,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-09,42590.448520138416,51478.34294615918,34790.74603017301,
